id,category,level,question,option1,option2,option3,option4,answer,explanation
"DAM-E021","damascus","easy","ما اسم الطراز المعماري الذي يعتمد على تناوب الحجر الأسود والأبيض في جدران دمشق؟","نظام الأبلق","نظام المقرنصات","نظام الأرابيسك","نظام الفسيفساء","نظام الأبلق","فن الأبلق هو استخدام الحجر البازلتي الأسود مع الحجر الكلسي الأبيض بالتناوب لجمالية البناء."
"DAM-E022","damascus","easy","أين يقع المتحف الوطني بدمشق الذي يحوي أهم الآثار والمكتشفات السورية؟","في منطقة البرامكة بجوار التكية السليمانية","داخل قلعة دمشق","في ساحة العباسيين","في قمة جبل قاسيون","في منطقة البرامكة بجوار التكية السليمانية","المتحف الوطني يقع في قلب العاصمة ويضم واجهة قصر الحير الغربي الشهيرة كمدخل له."
"DAM-E023","damascus","easy","ما اسم المشروب الشعبي البارد الذي يباع في أسواق دمشق ويحمله البائع في وعاء نحاسي مزخرف؟","عرق السوس","الشاي الساخن","القهوة المرة","عصير التفاح","عرق السوس","بائع العرقسوس بزيّه التقليدي وصوته المميز بالطاسات النحاسية هو جزء من تراث دمشق."
"DAM-E024","damascus","easy","أي سوق دمشقي يشتهر ببيع الأقمشة والملابس التقليدية الفاخرة؟","سوق تفضلي (الخياطين/الحرير)","سوق الهال","سوق الجمعة","سوق السيارات","سوق تفضلي (الخياطين/الحرير)","الأسواق القديمة في دمشق تخصصية، وهذا السوق مخصص للأقمشة والمنسوجات التراثية."
"DAM-E025","damascus","easy","ماذا يسمى المكان التاريخي الذي كان يقصده الدمشقيون للاستحمام والنظافة العامة واللقاء الاجتماعي؟","حمام السوق (الحمام الشامي)","المسبح الأولمبي","الخان التجاري","التكية","حمام السوق (الحمام الشامي)","حمام السوق (مثل حمام نور الدين الشهيد) كان مركزاً اجتماعياً هاماً للنظافة وتبادل الأحاديث."
"DAM-E026","damascus","easy","أي باب من أبواب دمشق يقع في الجهة الشمالية الشرقية ويعتبر عقدة مواصلات هامة اليوم؟","باب توما","باب الجابية","باب مصلى","باب سريجة","باب توما","ساحة باب توما اليوم تعج بالحركة وتعتبر مدخلاً رئيسياً للمطاعم والأحياء العريقة."
"DAM-E027","damascus","easy","ما اسم الشارع الحديث الذي بُني أوائل القرن العشرين ويعتبر من أهم الشوارع التجارية اليوم؟","شارع الصالحية","الشارع المستقيم","شارع مدحت باشا","شارع بغداد","شارع الصالحية","شارع الصالحية يربط بين مركز المدينة وحي الصالحية في سفح قاسيون ويعج بالنشاط التجاري."
"DAM-E028","damascus","easy","ما هي الوسيلة التقليدية التي كانت تنقل الركاب في شوارع دمشق قديماً وتعمل على الكهرباء؟","الترامواي (الترام)","مترو الأنفاق","التلفريك","القطار البخاري السريع","الترامواي (الترام)","الترامواي كان وسيلة النقل الرئيسية والأنيقة في دمشق حتى منتصف القرن العشرين."
"DAM-E029","damascus","easy","أي من هذه المعالم لا يقع جغرافياً داخل مدينة دمشق (لضمان الدقة)؟","قلعة الحصن","قلعة دمشق","التكية السليمانية","المسجد الأموي","قلعة الحصن","قلعة الحصن معلم سوري تاريخي بارز لكنها تقع جغرافياً في محافظة حمص وليس دمشق."
"DAM-E030","damascus","easy","بماذا يشتهر ""سوق الصاغة"" في قلب دمشق؟","بصياغة وبيع الذهب والمجوهرات التراثية","ببيع الخضار والفواكه","بصناعة النحاسيات فقط","ببيع الأثاث الخشبي","بصياغة وبيع الذهب والمجوهرات التراثية","سوق الصاغة هو المركز التجاري الأهم لبيع وشراء الذهب والمجوهرات منذ عقود طويلة."
"ENV-E016","environment","easy","أي من هذه الأشجار تعتبر شجرة مقاومة للجفاف ومناسبة جداً لبيئة سوريا؟","شجرة الزيتون","شجرة الموز","شجرة جوز الهند","شجرة الكاكاو","شجرة الزيتون","شجرة الزيتون مباركة، تتحمل العطش، وتلائم مناخ البحر المتوسط بشكل ممتاز."
"ENV-E017","environment","easy","ما هو السلوك البيئي الصحيح عند الانتهاء من استخدام الأجهزة الإلكترونية؟","فصلها عن قابس الكهرباء تماماً","تركها موصولة بالكهرباء لتكون جاهزة دائماً","رميها في سلة المهملات إن توقفت لدقائق","تغطيتها بقطعة قماش سميكة","فصلها عن قابس الكهرباء تماماً","الأجهزة الموصولة تستهلك طاقة خفية (طاقة مصاصي الدماء) حتى وهي مطفأة."
"ENV-E018","environment","easy","أي نوع من المصابيح يُفضل استخدامه لترشيد استهلاك الكهرباء في المنزل؟","مصابيح LED (ليد)","مصابيح التنجستين الحرارية القديمة","المصابيح الهالوجينية","الشموع فقط","مصابيح LED (ليد)","مصابيح LED تستهلك طاقة أقل بنسبة 80% وتدوم لسنوات أطول مقارنة بالمصابيح العادية."
